videoId,commentId,commentAuthor,authorChannelId,commentText,commentLikeCount,commentPublishedAt,commentUpdatedAt,commentReplyCount,language,textClean,evaluation
gpg1bpxDam8,Ugzmmljpzx0uRWWDZH94AaABAg,@CamileVictoria-ls2wj,UCaBVaye8bbyTP-Y4DQei31g,"Não o felca não vai fazer isso porque foi o próprio YouTube que deu um envelope pro Taspio falando que o canal dele vai voltar 
Então você já pode começar o Taspio tá de volta😅😊❤❤",0.0,2025-09-20 00:10:24+00:00,2025-09-20T00:10:24Z,0.0,pt,Não o felca não vai fazer isso porque foi o próprio YouTube que deu um envelope pro Taspio falando que o canal dele vai voltar Então você já pode começar o Taspio tá de volta😅😊❤❤,
GLygPVfAhts,Ugx8O4cXu6GmkgSuD_94AaABAg,@cyrlenemartins7897,UCvkSGcq6JO8TCzX8wJu0iMA,"Boa Pavinatto, 😮 cadê os pais dessas crianças???😢
Existe os pedófilos, más cadê a família das crianças???😮",3.0,2025-09-06 21:05:21+00:00,2025-09-06T21:05:21Z,0.0,pt,"Boa Pavinatto, 😮 cadê os pais dessas crianças???😢 Existe os pedófilos, más cadê a família das crianças???😮",
PHVuTWKAMMc,UgzXtw6FYDLod22OrDx4AaABAg,@mariasoniasilvaazevedo6405,UCqJ1OyfsNJrpomf7llpmfTQ,Homem com H😂😂😂😂,0.0,2025-09-07 21:29:49+00:00,2025-09-07T21:29:49Z,0.0,pt,Homem com H😂😂😂😂,
JDD20nI8jrA,UgzrURuiaZxLsAhwo3F4AaABAg,@_m.alice_b,UCVfiE-p8jJFSfpqV-T3nzhQ,"O povo falando que a mini querida é mal educada. Para ela chegar a esse ponto, a família teve uma grande falta de respeito com ela. A maioria dos mais velhos faltam respeito com os mais novos. Querem saber do básico? Respeito gera respeito. Ela simplesmente falou o que está cansada de guardar. Bullying vindo da própria família dói e muito. (Ler de novo, eu estou defendendo a menina. Estou falando isso pq tem um monte de analfabeta disfuncional falando besteira kkkkkk)",253.0,2025-09-22 14:17:51+00:00,2025-09-26T13:11:35Z,13.0,pt,"O povo falando que a mini querida é mal educada. Para ela chegar a esse ponto, a família teve uma grande falta de respeito com ela. A maioria dos mais velhos faltam respeito com os mais novos. Querem saber do básico? Respeito gera respeito. Ela simplesmente falou o que está cansada de guardar. Bullying vindo da própria família dói e muito. (Ler de novo, eu estou defendendo a menina. Estou falando isso pq tem um monte de analfabeta disfuncional falando besteira kkkkkk)",
RrqWZvEGiVo,UgxtohT4uQwbwcR_5qF4AaABAg,@emersonmattoz3794,UCSx6cYSrtphTpTDuDJgAphg,verdade irmão..a solidão nao e para todos principalmente quando vc chegar na idade de 70 anos ou mais e ficar inutil..imprestavel e ainda mais ficar sem uma companheira para te ajudar em sua velhice de solteirão inutil...kkkkkkkkkk,0.0,2025-09-22 21:23:58+00:00,2025-09-22T21:23:58Z,0.0,pt,verdade irmão..a solidão nao e para todos principalmente quando vc chegar na idade de 70 anos ou mais e ficar inutil..imprestavel e ainda mais ficar sem uma companheira para te ajudar em sua velhice de solteirão inutil...kkkkkkkkkk,
4RjoXTXOMPc,UgzdTxlyEXUZPa62S5x4AaABAg,@alanviana2911,UCGH_UoOGGq8oI9kM8QtD5aA,O pisquinha é foda.,0.0,2025-09-05 19:33:55+00:00,2025-09-05T19:33:55Z,0.0,pt,O pisquinha é foda.,
5v8kw0NpoPc,UgxRw_ElgPjtenuZJ5d4AaABAg,@EmpiricamenteLeigo,UCnaw4blZcGwXjJHPmvkdf5g,"Casem senhores, eu quero que vocês casem!!!🤣😂",13.0,2025-09-18 16:09:20+00:00,2025-09-18T16:09:20Z,3.0,pt,"Casem senhores, eu quero que vocês casem!!!🤣😂",
bqA_J1PWWXo,Ugx9RdTKjtihrFp3W8B4AaABAg,@nekaandretta5161,UCajkR8XQAVMt0WvaWVBiwSA,"É linda essa canção,me emociona.",0.0,2025-09-29 03:50:29+00:00,2025-09-29T03:50:29Z,0.0,pt,"É linda essa canção,me emociona.",
PHVuTWKAMMc,UgxnpNC0s9VML71Jh_V4AaABAg,@joanadarcoliveiraalmeida665,UC69sOSrVJi8nLUGiy5yjy-Q,"Inteligente, lindo e corajoso ❤",0.0,2025-09-07 18:07:01+00:00,2025-09-07T18:07:01Z,0.0,pt,"Inteligente, lindo e corajoso ❤",
fjp-KkVEkpE,UgyH6HEGnSmThfiv6-J4AaABAg,@BossMonsterCandy,UCL3FEsaxTJaY0zCkOghuRLA,se removerem o santuário é lucro,0.0,2025-09-02 19:53:32+00:00,2025-09-02T19:53:32Z,0.0,pt,se removerem o santuário é lucro,
Lqbq_W2PIJg,UgxIOf9vN1C5yx-N-AF4AaABAg,@henry-k5f5q,UCRN8WwYI0j5LE8VPYuaQ93w,Graças a Deus eba,0.0,2025-09-21 02:07:40+00:00,2025-09-21T02:07:40Z,0.0,pt,Graças a Deus eba,
tXTPZz2_AQE,UgyYIaRRraX9seDyWTF4AaABAg,@nataliagoncalves544,UCwy-eVphh7HrmcdNykNRnrA,"Eu estou impactada. Um político jovem, que fala de diretos, constituição, explica, se posiciona, sem ter que tá chorando pelo seu político de estimação?! Muito bonito de ver 👏. Não o acompanho ainda, mas vou procurar saber mais.",4.0,2025-09-19 22:33:16+00:00,2025-09-19T22:33:16Z,0.0,pt,"Eu estou impactada. Um político jovem, que fala de diretos, constituição, explica, se posiciona, sem ter que tá chorando pelo seu político de estimação?! Muito bonito de ver 👏. Não o acompanho ainda, mas vou procurar saber mais.",
Lqbq_W2PIJg,UgwUE54kUkrsqWOVEnx4AaABAg,@patriciaquintino4367,UC-N0hIIFcHE3fqgdywVixlQ,Aaaaeeeer,0.0,2025-09-01 21:03:50+00:00,2025-09-01T21:03:50Z,0.0,pt,Aaaaeeeer,
sEW2w0b2YtI,UgyiGXbImYqSdqVg6wl4AaABAg,@edivonebrito4275,UCksne7Py4dUKsgEnXN38mWA,Lindo demais ❤❤,0.0,2025-09-12 16:05:06+00:00,2025-09-12T16:05:06Z,0.0,pt,Lindo demais ❤❤,
bIlnD_8hcPk,Ugz4KRuiOIWgNEiZeSx4AaABAg,@Play.shot777,UCh1nZL_y3tVXd-lXz6PqhiQ,Faz um vídeo sobre a Virgínia se ela faz parte dos maçons e o suposto vídeo de ela estar possuída em uma live !,8.0,2025-09-02 13:31:28+00:00,2025-09-02T13:31:28Z,0.0,pt,Faz um vídeo sobre a Virgínia se ela faz parte dos maçons e o suposto vídeo de ela estar possuída em uma live !,
Eh6hGo8_Ikg,UgyDrqtc4ITn6zrXPZF4AaABAg,@MariGomes-kx7vo,UChUdgVVTWU2omMVvwp_Tupg,Verdade passei por isso,0.0,2025-09-16 00:54:47+00:00,2025-09-16T00:54:47Z,0.0,pt,Verdade passei por isso,
OvqC1MZ-HaY,UgxTCKJf86sGcpWuFYh4AaABAg,@TheZakary100,UCVmkVnCU9gDYOp48xx1L53g,"Considerando que ele e os amigos e os amigos dele usam Twitter e mesmo assim ele comemorou o banimento do Twitter, acho que ele não focaria triste com os jogos dele sendo banidos por serem ""cassinos"".",0.0,2025-09-08 13:02:47+00:00,2025-09-08T13:02:47Z,0.0,pt,"Considerando que ele e os amigos e os amigos dele usam Twitter e mesmo assim ele comemorou o banimento do Twitter, acho que ele não focaria triste com os jogos dele sendo banidos por serem ""cassinos"".",
o9l4yToOZLk,UgxhJ9J5Qvg2iXq_oyd4AaABAg,@karuiruirui,UCaYcO4y9zSrnsBZkwtM51DA,RODRIGO COUTINHO MENCIONADO!,4.0,2025-09-18 15:44:40+00:00,2025-09-18T15:44:40Z,0.0,pt,RODRIGO COUTINHO MENCIONADO!,
V4d4OBZxGPw,Ugyf_aYEDbqlibqpX6J4AaABAg,@RafaelAugusto-q1t,UCg0GIQks9x_DqnlDr3eCKXg,Esse cara é mlk  quer se conpara com felca😂😂😂 coitado só q mídia bobao,0.0,2025-09-18 09:34:51+00:00,2025-09-18T09:34:51Z,0.0,pt,Esse cara é mlk quer se conpara com felca😂😂😂 coitado só q mídia bobao,
6Az6Mc2e_bg,Ugy08oGQ65s1d3mVPS94AaABAg,@luhanmoreira6814,UCbUDIV36SaauCokCwAtakQw,Alguem sabe o nome do video??,0.0,2025-09-06 15:22:04+00:00,2025-09-06T15:22:04Z,2.0,pt,Alguem sabe o nome do video??,
VTexJWm0KwI,UgwjFXFlxVayO2IA50x4AaABAg,@punkkFPS,UC_6uoYYCfpHpo9riP0-8rqw,"4:35 A verdade é que o vídeo do Felca só ganhou repercussão a ponto de chegar ao Fantástico devido ao interesse do governo em implementar a chamada 'lei da censura', sob a justificativa: 'Estão vendo? Precisamos regular para que isso não volte a acontecer.' Um tema sério foi usado como cortina de fumaça, como costuma ocorrer. Afinal, se houvesse real preocupação com a exploração sexual de menores, a Ilha de Marajó não permaneceria em sua atual situação até hoje.",1.0,2025-09-10 11:30:23+00:00,2025-09-10T11:30:23Z,1.0,pt,"4:35 A verdade é que o vídeo do Felca só ganhou repercussão a ponto de chegar ao Fantástico devido ao interesse do governo em implementar a chamada 'lei da censura', sob a justificativa: 'Estão vendo? Precisamos regular para que isso não volte a acontecer.' Um tema sério foi usado como cortina de fumaça, como costuma ocorrer. Afinal, se houvesse real preocupação com a exploração sexual de menores, a Ilha de Marajó não permaneceria em sua atual situação até hoje.",
U1WkPj8hwuY,UgxYuxb-tp5q4X6cgv54AaABAg,@brenooliveira9245,UCEQO4jedfGuSqoDpwuVLTRw,O cara vai ler o que o outro escreveu e fica lendo que nem um retardado. Parei de ver o vídeo aí mesmo,1.0,2025-09-30 13:20:38+00:00,2025-09-30T13:20:38Z,0.0,pt,O cara vai ler o que o outro escreveu e fica lendo que nem um retardado. Parei de ver o vídeo aí mesmo,
6OHNKMCQv-M,UgziuR9_d5__3606Dop4AaABAg,@pauzudo8529,UCISmgXF5T4iHmph1OPa8GSQ,Quem e Virginia ho e a mae cazada que tentou dar pro neymar agora eu lembro 😂😂😂😂😂😂😂,0.0,2025-09-09 12:11:45+00:00,2025-09-09T12:11:45Z,0.0,pt,Quem e Virginia ho e a mae cazada que tentou dar pro neymar agora eu lembro 😂😂😂😂😂😂😂,
TRtpg47_UdE,UgyjYllY-vVSyWxIHl94AaABAg,@nemesioeuripedes2304,UCETwcF2VOAqJKSuJRKEoEoQ,Parabéns Bukely,0.0,2025-09-18 18:23:42+00:00,2025-09-18T18:23:42Z,0.0,pt,Parabéns Bukely,
PHVuTWKAMMc,UgxT8HVuedCALr_ZFBl4AaABAg,@selmasouza1022,UClxeA770CPxUzcebhx0dAGQ,Lindão,0.0,2025-09-07 22:25:23+00:00,2025-09-07T22:25:23Z,0.0,pt,Lindão,
meNkwrgv-XM,UgxMeirqIk_oQkeB1_d4AaABAg,@edits_Tom_filho-w,UCcKdhLjhoqFUjw5yfoHnyJw,Faz o sirene Head por favor?😊,0.0,2025-09-18 13:33:24+00:00,2025-09-18T13:33:24Z,0.0,pt,Faz o sirene Head por favor?😊,
eo2dgf0QGuI,UgyDuq1RfmNRzRYktbh4AaABAg,@cryssk8,UCZJv96ryyW1-58fSrDg96gg,Imagina o felca gravar um vídeo do namorado dela .....será q ela derruba o vídeo . Igual os da bet?,0.0,2025-09-02 01:55:49+00:00,2025-09-02T01:55:49Z,0.0,pt,Imagina o felca gravar um vídeo do namorado dela .....será q ela derruba o vídeo . Igual os da bet?,
xEAUNJrbfno,Ugw1rIKZ293oKqEIgcd4AaABAg,@MariaAparecida-qm8xu,UCwDeUcrAR0Yo6EVM55RcTYw,A esquerda é nojenta.,2.0,2025-09-01 13:43:17+00:00,2025-09-01T13:43:17Z,0.0,pt,A esquerda é nojenta.,
1s72KZaN92M,Ugz4zaVWskGmOtGsJS94AaABAg,@walneiraymundo8962,UCVTZqCN_cslM4OJQD_3K1Mg,passou da hora dele tomar um amasso!,0.0,2025-09-15 23:36:09+00:00,2025-09-15T23:36:09Z,0.0,pt,passou da hora dele tomar um amasso!,
YJxJPzzzhCU,UgygAZjV4YUPmf_7z594AaABAg,@DeusExMachinaVult,UCXVVfGbQSeVAVLM6_JoW5Kg,Foi o primeiro passo pra regulamentação tá internet... Amanhã geral vai ter que liberar o acesso as redes sociais tirando uma foto da cara igual na china,9.0,2025-09-28 04:16:11+00:00,2025-09-28T04:16:11Z,2.0,pt,Foi o primeiro passo pra regulamentação tá internet... Amanhã geral vai ter que liberar o acesso as redes sociais tirando uma foto da cara igual na china,
ecgMtYuqrVg,UgyE5CzVVH6p-hmwcOl4AaABAg,@cifdr379,UCTC4QoTvDij4oX69gaNf30Q,"Já tenho 18, fico de boa, tenho cabeça mesmo que minimamente para discernir as coisas. Resumindo, posso jogar. GOSTEI DO VIDEO🎉",2.0,2025-09-03 15:56:32+00:00,2025-09-03T15:56:32Z,0.0,pt,"Já tenho 18, fico de boa, tenho cabeça mesmo que minimamente para discernir as coisas. Resumindo, posso jogar. GOSTEI DO VIDEO🎉",
Su5SVaaMSFk,UgyWom3ngY0rB5hywkt4AaABAg,@EnzoRdb-v6i,UCt-pGS1LQDNm-SyOPI9YeJw,Oque aconteceu?,0.0,2025-09-14 23:06:57+00:00,2025-09-14T23:06:57Z,0.0,pt,Oque aconteceu?,
eFeFTtydxjk,Ugwk4d1L5u4BB8xvthx4AaABAg,@Kunma54,UCv2zq0UBOo4KlY1i098L7Kw,Dia 1 torcendo pro felca ver essa imagem dele KKKKK,0.0,2025-09-05 04:41:28+00:00,2025-09-05T04:41:28Z,0.0,pt,Dia 1 torcendo pro felca ver essa imagem dele KKKKK,
gcD7IN1lAdQ,UgwDbSFd-xCBL6Hzxpd4AaABAg,@patrickdias5788,UCukOsDQ9o_WDDk-KMMIkGPQ,"Agora me diga, vcs acham que as empresas não tem nenhum software que roda em segundo plano pegando as nossas expressões faciais? Seria fácil resolver isso, se eles usarem isso pra identificar pelo menos se o cadastro bate com a face da pessoa que está usando o programa já resolvia todo esse problemão",0.0,2025-09-20 21:20:35+00:00,2025-09-20T21:20:35Z,5.0,pt,"Agora me diga, vcs acham que as empresas não tem nenhum software que roda em segundo plano pegando as nossas expressões faciais? Seria fácil resolver isso, se eles usarem isso pra identificar pelo menos se o cadastro bate com a face da pessoa que está usando o programa já resolvia todo esse problemão",
Lqbq_W2PIJg,Ugy4C6npqwy0QqF5I2x4AaABAg,@MiguelXICO-n1i,UCFoD8tnFR-AsNPotZLjQxSw,Nem vai presisar alargar so vai faltar o ólho,0.0,2025-09-06 05:28:54+00:00,2025-09-06T05:29:08Z,0.0,pt,Nem vai presisar alargar so vai faltar o ólho,
PHVuTWKAMMc,UgyDy0E-x4OnwSAk-K54AaABAg,@waldisia6012,UCmlOSEpISClTM-ofl-CXBtg,Ele é todo lindo! 😊 Felicidade Felca,0.0,2025-09-08 00:32:08+00:00,2025-09-08T00:32:08Z,0.0,pt,Ele é todo lindo! 😊 Felicidade Felca,
gnMn5ClSg7g,UgyF0vufed8wJOSt5Rd4AaABAg,@OFerreira1313,UCdWFoFZXS3_i03eSptiFKUQ,Disse tudo,1.0,2025-09-03 05:45:33+00:00,2025-09-03T05:45:33Z,0.0,pt,Disse tudo,
d0l60iafqf8,UgyRnyNR8QLKoHCSxRV4AaABAg,@HelenaGomes-wv2wz,UCouv_WO60M--u2VsYEcRH2w,"Um gigante no tamanho com um coração  enorme, um ser iluminado pr Deus 👏👏❤️",13.0,2025-09-10 10:08:37+00:00,2025-09-10T10:08:37Z,0.0,pt,"Um gigante no tamanho com um coração enorme, um ser iluminado pr Deus 👏👏❤️",
RAH8V7eH9ME,UgxgCNYKzG4sJtFQ-WB4AaABAg,@mente__evoluidaaa,UCmJoEj0mP7g8qlE99UFohjA,NOS SIGAM AQUI E NAS OUTRAS REDES SOCIAIS E COMPARTILHEM O CONTEÚDO PARA QUE A MENSAGEM SEJA ESPALHADA SOLDADOS!!! 🚀🧠🫡,0.0,2025-09-30 19:41:13+00:00,2025-09-30T19:41:13Z,0.0,pt,NOS SIGAM AQUI E NAS OUTRAS REDES SOCIAIS E COMPARTILHEM O CONTEÚDO PARA QUE A MENSAGEM SEJA ESPALHADA SOLDADOS!!! 🚀🧠🫡,
bIlnD_8hcPk,Ugye7RQ5L4G_7NFnxF54AaABAg,@Te_Mena,UC-c7OteNRE0P9G93dnt6j-Q,"É mesmo ❓🙄
Comigo já foi de Skate 🛹 ou de Patins em m linha 🛼🛼 ... não gosto de gente Escroque 😠",0.0,2025-09-02 13:54:41+00:00,2025-09-02T13:54:41Z,0.0,pt,É mesmo ❓🙄 Comigo já foi de Skate 🛹 ou de Patins em m linha 🛼🛼 ... não gosto de gente Escroque 😠,
E7K-KhpwyL0,UgxO_OLZ2hsNe9jUNwZ4AaABAg,@nacs1,UCHXJALr3fpjSHeHJbePTVoQ,"Gustavo Lázaro sempre sensato, agora o Thiago vive de falar 💩  por não ter conteúdo próprio!",0.0,2025-09-20 04:33:07+00:00,2025-09-20T04:33:07Z,0.0,pt,"Gustavo Lázaro sempre sensato, agora o Thiago vive de falar 💩 por não ter conteúdo próprio!",
d0l60iafqf8,UgyU1fk0uqDIbOlgTmF4AaABAg,@tatagss,UC5wI3fMVRl3DrF8HndIqG5g,Como esse homem é bonito 👏,0.0,2025-09-06 11:08:49+00:00,2025-09-06T11:08:49Z,0.0,pt,Como esse homem é bonito 👏,
6Kw2J40JSDw,Ugz-nKMqpLGlyez1d694AaABAg,@rosildamendes2754,UCToDvCDEJl-1cl7U3nG6cYg,Meu Deus! Que lindo!,0.0,2025-09-29 22:39:53+00:00,2025-09-29T22:39:53Z,0.0,pt,Meu Deus! Que lindo!,
sEW2w0b2YtI,UgxyG1uzHs0vBsV6YbB4AaABAg,@b.n939,UCk3AdHC2vr4QjAoqTLlpSGA,Linda a sua voz Felca!👏🏼👏🏼👏🏼👏🏼🍃🌹🌹🙌,3.0,2025-09-12 16:59:19+00:00,2025-09-12T16:59:19Z,0.0,pt,Linda a sua voz Felca!👏🏼👏🏼👏🏼👏🏼🍃🌹🌹🙌,
JkAqlpeNG0Y,UgzG4z6ochjFKg9XQFh4AaABAg,@vicenteafonso5767,UCQtqylHXcPNYtzdJS2LFeBg,"Meditação, meditação 🙂‍↕️",3.0,2025-09-17 02:27:21+00:00,2025-09-17T02:27:21Z,0.0,pt,"Meditação, meditação 🙂‍↕️",
tNZDZ1JT2_Q,Ugypv8sNOGhkWxjPDex4AaABAg,@DaviRodrigues-b6r,UCkU_nFEbgfrti5bfpgwyzcw,Muito feio,0.0,2025-09-03 18:50:39+00:00,2025-09-03T18:50:39Z,0.0,pt,Muito feio,
npf4HO2zns8,UgxO8-F6dQc7H71wAjx4AaABAg,@oBrunus.G,UCcHTbn3LK4pmeCK2BAFN2pQ,sentiu medo do que aconteceu no Nepal..,4.0,2025-09-18 21:03:56+00:00,2025-09-18T21:03:56Z,1.0,pt,sentiu medo do que aconteceu no Nepal..,
l7FU341xKx4,UgzOF8_RDHxrNOPM-dx4AaABAg,@hannahsemh,UCy77oTzx_ZpCQCj4QRKQONA,"12:56 o próprio Ismael (SUPOSTAMENTE) disse que foi ameaçado pelo hytalo (se não me falha a memória, me corrijam se eu estiver errada)",56.0,2025-09-09 16:27:24+00:00,2025-09-11T02:34:03Z,7.0,pt,"12:56 o próprio Ismael (SUPOSTAMENTE) disse que foi ameaçado pelo hytalo (se não me falha a memória, me corrijam se eu estiver errada)",
rrcwIePVs40,Ugx34EGVA9NIhPpl9G94AaABAg,@estrellasmith,UC_ph-9nkD-r6rzP2M1aUJEg,"Muita hipocresia, porque nao fala do meio que sabe de sobra o que existe desde os anos 80???E porque nao fala dos grandes e poderosos???Obvio que o risco seria enorme já sabe né....As supostas monas ""CONSERVADORAS"" Hipócresia pura e dura.",3.0,2025-09-02 07:12:58+00:00,2025-09-02T07:18:14Z,0.0,pt,"Muita hipocresia, porque nao fala do meio que sabe de sobra o que existe desde os anos 80???E porque nao fala dos grandes e poderosos???Obvio que o risco seria enorme já sabe né....As supostas monas ""CONSERVADORAS"" Hipócresia pura e dura.",
Cg7Jq6mQTXk,UgyQbLkINFaxunFXoLZ4AaABAg,@Chorapraxm8ff,UCTbDqBmBOkYbw1eI4y-LRPw,Vamos derrubar o felca,0.0,2025-09-07 06:39:59+00:00,2025-09-07T06:39:59Z,0.0,pt,Vamos derrubar o felca,
KU7QVFBjkk8,UgzP_T2E4ZRWnBRW2ot4AaABAg,@sergioalmeida3,UCjzVpdjVlVcWY9cleX_EEQw,E de quem ver essas merda,0.0,2025-09-14 12:34:20+00:00,2025-09-14T12:34:20Z,0.0,pt,E de quem ver essas merda,
Rrsm6e8oZlw,Ugx3Q3I2cYYuFWoUI294AaABAg,@AntônioDelgado-h4w9i,UC3yeKekFdEvii2rhn5LoFlQ,"Eu não entendi o final, ele foi encontrado ou a excursão voltou sem ele, 😔😔😔",0.0,2025-09-27 22:12:55+00:00,2025-09-27T22:12:55Z,0.0,pt,"Eu não entendi o final, ele foi encontrado ou a excursão voltou sem ele, 😔😔😔",
eFeFTtydxjk,UgyuQfG96FgwXpcZztB4AaABAg,@vittorbarbosa6325,UCZxUHMrW-RsaBL2UmjBlVHA,Esse final quebrou muito 😂😂😂😂😂,0.0,2025-09-05 11:00:57+00:00,2025-09-05T11:00:57Z,0.0,pt,Esse final quebrou muito 😂😂😂😂😂,
AproxQpFrPY,Ugy_4sTYyIk-8ZyKwFd4AaABAg,@OMEGAID181,UCXfjTwCleie7rPOL24jOfXg,"Uma questão é certa: Infelizmente NADA vai mudar em
relação a exploração das crianças...mas a interação
como as pessoas usam a internet, isso mudará!",0.0,2025-09-01 14:44:14+00:00,2025-09-01T14:44:14Z,0.0,pt,"Uma questão é certa: Infelizmente NADA vai mudar em relação a exploração das crianças...mas a interação como as pessoas usam a internet, isso mudará!",
tXTPZz2_AQE,UgyQEzFQiS_E4WZonit4AaABAg,@lucaspasqualini,UCcKj-O4V_hgi0drC_Ez6SNA,Diguinho e suas inserções cirúrgicas 😂😂,0.0,2025-09-12 00:43:50+00:00,2025-09-12T00:43:50Z,0.0,pt,Diguinho e suas inserções cirúrgicas 😂😂,
TScV4wd_0aQ,UgwzzZb5IQWdNmXm1DV4AaABAg,@GENERALDEDEUS2023,UCkj9CIyM34C58c6YTlaYqRw,"Um dos pecados atuais nessa sociedade intitulada pós-modernidade é a CELEBRIDOLATRIA. 

Muitos nem se dão conta de que estão cometendo o pecado de idolatria. Dormem espiritualmente.",0.0,2025-09-07 03:50:45+00:00,2025-09-07T03:50:45Z,0.0,pt,Um dos pecados atuais nessa sociedade intitulada pós-modernidade é a CELEBRIDOLATRIA. Muitos nem se dão conta de que estão cometendo o pecado de idolatria. Dormem espiritualmente.,
E7K-KhpwyL0,UgyrhrXv4Xfj7NAJBVB4AaABAg,@crisolivercachos5417,UCEO2d2hfcX9NNPqBp53PrmA,E não se esqueça que ele tem o olhar sampaku😢,0.0,2025-09-23 11:36:49+00:00,2025-09-23T11:36:49Z,0.0,pt,E não se esqueça que ele tem o olhar sampaku😢,
E7K-KhpwyL0,Ugz_ur03NYViyo25LsZ4AaABAg,@Mara4866,UCT63k0Y-172H0_fnDMj1IjA,Nada a ver o cabelo comprido. Aliás acho lindo homem de cabelo comprido.,0.0,2025-09-19 22:47:36+00:00,2025-09-19T22:47:36Z,0.0,pt,Nada a ver o cabelo comprido. Aliás acho lindo homem de cabelo comprido.,
gCJ7KbWFjmQ,UgwWLcoWzcnNy0ZJIAt4AaABAg,@dysilva6518,UCurhDezEvtO7bkm8zWliiuw,"A primeira que tirou o perfume todo . Foi o Felca . Que 😮 eles no gostaram , oshi homê.",0.0,2025-09-01 20:01:15+00:00,2025-09-01T20:01:15Z,0.0,pt,"A primeira que tirou o perfume todo . Foi o Felca . Que 😮 eles no gostaram , oshi homê.",
QhR52Nwuc7k,UgyTBa6RxzAFLncidyl4AaABAg,@PhilosophicalTuna,UCAH9hUv8nC25JmAwdj7XHPA,no rockstar no party,0.0,2025-09-10 17:04:52+00:00,2025-09-10T17:04:52Z,0.0,pt,no rockstar no party,
Lqbq_W2PIJg,UgzOUn5UPBDjMQXUs_V4AaABAg,@KevynLucas-i4t,UCnufowvGHhiacWZGwc-FiBQ,Paulo Santos vai ficar na câmera junto com os negão😂😂😂,0.0,2025-09-08 22:48:48+00:00,2025-09-08T22:48:48Z,0.0,pt,Paulo Santos vai ficar na câmera junto com os negão😂😂😂,
JDD20nI8jrA,UgzRriMe1FvbA-bxjg14AaABAg,@dycas6905,UCG7iYB3KyMzH74uWWcA64dQ,Misericórdia meu 😢o que estão fazendo com essa criança 😮,0.0,2025-09-24 14:12:33+00:00,2025-09-24T14:12:33Z,0.0,pt,Misericórdia meu 😢o que estão fazendo com essa criança 😮,
86I9MVSCj1s,Ugx9gR0Y9vS1Ntb0TJJ4AaABAg,@franciscamir6669,UCrCxeEAPhTPFQ7aYppP3-fQ,Gosto muito de você rapaz! Força sempre! Se ame! Sucesso!!!,0.0,2025-09-09 23:30:12+00:00,2025-09-09T23:30:12Z,0.0,pt,Gosto muito de você rapaz! Força sempre! Se ame! Sucesso!!!,
Nt383swIAnE,Ugy8f-iJnL7ifmEcBfN4AaABAg,@rosanagmatos9383,UC6pMiGxdrU7LEEIHZPDctaQ,"Bom dia Felca! Gosto muito do sei jeito irreverente.  Meu filho mais novo é bem parecido com você. 
Não sei se essa mensagem vai chegar a você. Mas eu acho que uma Live entre você e o Henrique Toni iria ser bem ""sinistro"", irreverência X Razão e responsabilidade. Vocês dois vieram ajudar na nossa mudança evolutiva. 🙏❤️",0.0,2025-09-10 12:43:00+00:00,2025-09-10T12:43:00Z,0.0,pt,"Bom dia Felca! Gosto muito do sei jeito irreverente. Meu filho mais novo é bem parecido com você. Não sei se essa mensagem vai chegar a você. Mas eu acho que uma Live entre você e o Henrique Toni iria ser bem ""sinistro"", irreverência X Razão e responsabilidade. Vocês dois vieram ajudar na nossa mudança evolutiva. 🙏❤️",
F-U5TrrdDhs,UgyG4Ix8ts1PtzSaxuR4AaABAg,@rozimerecordeiro7956,UC-tafHSOp1T1uwTGRd7jhCQ,"Assistindo e chorando 😭 porque tenho depressão e outras, descobri no Winderson um Rivotril e hoje tenho dois amigos que conseguem amenizar meu sono, tenho mais de vinte CID,s e tomo 10 comprimidos por dia. Vivo só ou suporto o mundo, me considero uma uma pessoa que está morta porém de pé porque sou covarde. Gratidão Winderson e Felca por existirem nessa encarnação, obrigada 🙏🏼❣️❣️",9.0,2025-09-28 00:01:00+00:00,2025-09-28T00:01:00Z,2.0,pt,"Assistindo e chorando 😭 porque tenho depressão e outras, descobri no Winderson um Rivotril e hoje tenho dois amigos que conseguem amenizar meu sono, tenho mais de vinte CID,s e tomo 10 comprimidos por dia. Vivo só ou suporto o mundo, me considero uma uma pessoa que está morta porém de pé porque sou covarde. Gratidão Winderson e Felca por existirem nessa encarnação, obrigada 🙏🏼❣️❣️",
_L-AApN1UbU,UgzqYEj1L9AEWwfSbJN4AaABAg,@DiegoGiovanni795,UC7vsEDMOifAMbd8jtJ7FYqA,"Mano eu to falando sério fui entrar na aba das pessoas que me inscrevi e tava o Bispo, eu nao me inscrevi no canal desse cara, isso e normal?",1.0,2025-09-21 01:39:04+00:00,2025-09-21T01:39:04Z,0.0,pt,"Mano eu to falando sério fui entrar na aba das pessoas que me inscrevi e tava o Bispo, eu nao me inscrevi no canal desse cara, isso e normal?",
6Az6Mc2e_bg,UgyYjcSu6JmcO7akQNN4AaABAg,@TheAchyley,UCO9uOpnEHrIsKi-b-JpX8Fg,"""eu gosto das peças pretas""
""eu sabia""
KKKKKKKKKKKKKKKKKK",1.0,2025-09-07 07:40:20+00:00,2025-09-07T07:40:20Z,0.0,pt,"""eu gosto das peças pretas"" ""eu sabia"" KKKKKKKKKKKKKKKKKK",
